# Model: Name of the sea ice forecast model
# Ensemble member: Name of the ensemble member. Only relevant for IceNet models - for SEAS5 and the linear trend model this is 'NA'. IceNet's temperature-scaled ensemble mean is labelled 'ensemble_tempscaled'. The non-temperature-scaled ensemble mean is labelled 'ensemble'
# Leadtime: Lead time of the forecast (number of months)
# Forecast date: Monthly-average target forecast date (day set to 01 by default)
# Binary accuracy: Percentage of grid cells with the correct binary prediction for SIC > 15% from the model, computed within a maximum sea ice climatology mask (%)
# SIE error: Sea ice extent (area covered by grid cells with SIC > 15%) error between model and OSI-SAF ground truth (km2)
#
Model,Ensemble member,Leadtime,Forecast date,Binary accuracy,SIE error
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-07-01,88.4519970230712,34375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-08-01,86.47237118209374,1109375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-09-01,90.46379678309302,232500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-10-01,88.49708516991328,-681875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-11-01,93.50471495089407,-165000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2019-12-01,96.6362373486803,126875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-01-01,95.31273640572519,-294375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-02-01,95.63303188957639,-296250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-03-01,94.03654731837764,-544375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-04-01,94.46649825574401,-26250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-05-01,95.33417812002469,56250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-06-01,93.62669600293363,12500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-07-01,85.98362689159018,283750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-08-01,89.11168104453252,-578125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-09-01,88.24111186299515,-174375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-10-01,85.13199677709844,423125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-11-01,93.12517118597644,670625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,50,6,2020-12-01,95.60759409935834,315000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-01-01,96.23263836354283,14375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-02-01,95.92158495954307,-201875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-03-01,95.03788441539147,-590000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-04-01,96.66786960182846,-162500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-05-01,96.36091886798583,-56250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-06-01,94.14374770810414,-248125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-07-01,93.260563962623,-433750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-08-01,91.6017719748193,-558125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-09-01,93.06126698245797,19375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-10-01,91.44035262334708,-533750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-11-01,94.45553077434754,-478125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2012-12-01,95.70351260170669,-190625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-01-01,96.25684630980119,-263125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-02-01,96.4391956211328,-396875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-03-01,96.49680582380033,-150625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-04-01,96.82425117286179,-175000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-05-01,96.46489261461481,-242500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-06-01,95.67290062339568,-308750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-07-01,93.26469858595881,26875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-08-01,92.9587316390767,-607500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-09-01,91.9681432512623,-193125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-10-01,92.85748139722261,-584375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-11-01,95.9463160777869,-60000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2013-12-01,96.20295032083085,17500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-01-01,95.83320725027991,8125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-02-01,96.62660637791528,138750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-03-01,96.77908186005051,-115000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-04-01,95.91302778780224,-265625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-05-01,97.06274165773142,-355000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-06-01,95.41254125412541,-370625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-07-01,93.64094930951791,-312500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-08-01,92.58568430869667,-410000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-09-01,93.67549841236792,-581875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-10-01,87.40224655196928,-1242500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-11-01,94.90550534100247,-278750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2014-12-01,97.26136138122644,-158750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-01-01,97.11925439525524,-182500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-02-01,96.63255592574964,-155000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-03-01,96.68697073243203,-111875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-04-01,96.06940935883556,-343125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-05-01,97.5533677746369,-13125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-06-01,95.59955995599559,-260000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-07-01,92.71479368229554,-547500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-08-01,91.87223128934484,-399375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-09-01,93.3787933996148,-482500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-10-01,93.44992653680269,-653750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-11-01,95.90327503228079,-66875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2015-12-01,95.85565919163855,313125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-01-01,95.92096105546646,111250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-02-01,94.76439790575915,198750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-03-01,96.23830040112911,-326250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-04-01,96.82425117286179,-3750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-05-01,96.80280729115898,33750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-06-01,95.31719838650532,-431875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-07-01,92.85950549904904,-398125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-08-01,92.72091396595943,-401875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-09-01,92.93633855603561,-478125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-10-01,92.52097255794114,40000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-11-01,95.78589036271863,61875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2016-12-01,95.35291393795066,-569375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-01-01,96.78034314763822,-393750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-02-01,96.81699190861495,-246250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-03-01,95.53409597385233,-364375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-04-01,96.18068086130157,-500000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-05-01,97.36816453845404,-376250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-06-01,94.62779611294462,-504375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-07-01,93.00421731580253,-531250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-08-01,94.49755187689438,-170000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-09-01,92.80620477851231,-595000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-10-01,93.01388691407175,-626250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-11-01,93.84121767030558,-526250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2017-12-01,97.42343057484952,-113125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-01-01,97.21608618028867,-83750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-02-01,95.9186101856259,-281250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-03-01,96.08082008616847,-271875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-04-01,96.3821725009022,625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-05-01,96.47139097377912,126250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-06-01,95.77191052438577,125625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-07-01,92.18969651864714,-553125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-08-01,92.99603637211472,-328750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-09-01,93.64426630576233,-428125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-10-01,91.31238447319778,-604375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-11-01,94.99550025433345,-678125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2018-12-01,95.13130912218033,-565000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-01-01,96.3113141888825,-644375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-02-01,95.82936696811042,-436250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-03-01,96.01545089882633,-209375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-04-01,95.53109587393239,177500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-05-01,97.57611203171199,-111250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-06-01,94.78547854785478,-391250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-07-01,92.26825436202762,-812500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-08-01,95.21100489624621,-39375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-09-01,94.42506897090209,-349375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-10-01,89.04687425944357,-973125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-11-01,93.77861251320577,-861250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2019-12-01,96.6461599523715,-398750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-01-01,95.26129451992617,-533750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-02-01,96.53736316039982,-332500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-03-01,96.93656217501115,-134375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-04-01,96.28293035005413,143750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-05-01,96.30893199467134,-327500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-06-01,94.38210487715438,-562500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-07-01,93.2564293392872,-250625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-08-01,94.61879225926789,-252500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-09-01,91.76513455832595,-542500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-10-01,91.77212190151192,-778750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-11-01,94.4516179520288,-682500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,1,2020-12-01,96.2988688231792,-489375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-01-01,96.39301600750446,-72500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-02-01,95.18086625416468,-5000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-03-01,93.45713861239044,-821250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-04-01,93.99434620473957,-725625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-05-01,95.53562725411834,-135000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-06-01,92.27356068940227,248125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-07-01,92.11113867526667,-142500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-08-01,88.33294474236418,167500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-09-01,92.60319608557597,211875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-10-01,89.9473908716053,135625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-11-01,93.47341237234417,-481250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2012-12-01,94.44995700205067,-311250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-01-01,96.23263836354283,-355625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-02-01,95.89778676820562,-595625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-03-01,96.48789184370821,-497500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-04-01,95.76867556838687,-289375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-05-01,96.27644019884978,-146250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-06-01,93.87605427209388,-532500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-07-01,91.56950301827503,-48125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-08-01,90.47330380041969,-294375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-09-01,86.73676539482588,-801250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-10-01,92.71055500260675,-667500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-11-01,94.6355206010095,-468125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2013-12-01,95.45875504399021,188125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-01-01,95.81202529730383,-205000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-02-01,94.09804854831033,-58750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-03-01,96.28881295498441,64375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-04-01,94.70407795019848,-310625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-05-01,94.68109302401145,-244375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-06-01,93.2013201320132,-388750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-07-01,91.89613826180435,-631250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-08-01,89.59664257402657,-470625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-09-01,91.39555463015981,-646875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-10-01,88.3264609697142,-1050625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-11-01,94.42814101811636,-437500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2014-12-01,97.21836343189786,-179375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-01-01,95.94819499500711,-6875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-02-01,96.39159923845789,-198125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-03-01,95.16862279007577,108750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-04-01,95.87092505713942,-176875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-05-01,95.96451895896287,78750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-06-01,94.37843784378438,49375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-07-01,90.0066153973373,-604375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-08-01,89.68057822336209,-178125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-09-01,92.03581281557442,-352500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-10-01,92.55888904687426,-825000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-11-01,95.34765426301992,-254375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2015-12-01,95.62413177217702,139375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-01-01,95.84228523012679,238750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-02-01,94.61268443598286,199375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-03-01,94.88337542712821,-182500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-04-01,96.24684229520028,-392500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-05-01,95.49013873996816,197500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-06-01,93.81738173817382,-160000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-07-01,90.93277102455967,-450625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-08-01,90.63651200746095,-257500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-09-01,91.69746499401384,-593125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-10-01,90.19858761078724,706250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-11-01,94.90159251868373,169375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2016-12-01,96.04418866177151,-313750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-01-01,96.44143190002119,-120000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-02-01,96.24881009043312,-441875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-03-01,94.544644183628,-212500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-04-01,94.40334415974979,-279375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-05-01,96.26019430093902,-391875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-06-01,93.29299596626329,-231875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-07-01,91.04440585462665,-520000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-08-01,92.58102121706692,-311875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-09-01,90.76050179584612,-635625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-10-01,92.78638798047301,-402500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-11-01,94.30684352623547,-506875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2017-12-01,94.85678375339023,-160625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-01-01,96.75008321481526,43750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-02-01,95.06485007139457,-186875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-03-01,95.05274104887832,-418125.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-04-01,94.9536869962709,-445000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-05-01,95.16522078175261,-81250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-06-01,94.73047304730473,91875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-07-01,88.10468866286281,-226875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-08-01,91.35929121007229,-141875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-09-01,91.99417000676695,-558750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-10-01,90.71519977250107,39375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-11-01,94.95245920882732,-656250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2018-12-01,96.2525633392869,-350625.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-01-01,95.06763094985929,-885000.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-02-01,94.66623036649214,-756875.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-03-01,94.10488783241718,-536250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-04-01,94.25598460242993,178750.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-05-01,97.03674822107418,-61250.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-06-01,93.07664099743307,-107500.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-07-01,90.7673860911271,-194375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-08-01,92.30123571928188,-129375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-09-01,93.29030243089896,-464375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-10-01,89.49239300440779,-394375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-11-01,93.88425871581173,-514375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2019-12-01,95.54475094264735,-499375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2020-01-01,94.13865101219476,-689375.0
IceNet__2021_06_30_0954_icenet_pretrain_ablation__unet_tempscale,51,2,2020-02-01,95.5140409328891,-601250.0
